names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,poster_url
Fireproof,09/26/2008 ,76.0,"Drama, Romance","Caleb Holt, a heroic fire captain who values dedication and service to others above all else. But the most important partnership in his life, his marriage, is about to go up in smoke. This gripping story follows one man's desire to transform his life and marriage through the healing power of faith and fully embrace the fireman's code: ""Never leave your partner behind.""","Kirk Cameron, Caleb Holt, Erin Bethea, Catherine Holt, Ken Bevel, Michael Simmons, Stephen Dervan, Wayne Floyd, Eric Young, Terrell Sanders, Jason McLeod, Eric Harmon, Harris Malcom, John Holt, Phyllis Malcom, Cheryl Holt, Perry Revell, Gavin Keller",Fireproof, Released,English,500000.0,33473297.0,US,2008,https://image.tmdb.org/t/p/w500/hfoCG75j1YaNyfZGPg0rWy3nFmU.jpg
The Greatest Story Ever Told,02/15/1965 ,65.0,"Drama, History","From his birth in Bethlehem to his death and eventual resurrection, the life of Jesus Christ is given the all-star treatment in this epic retelling. Major aspects of Christ's life are touched upon, including the execution of all the newborn males in Egypt by King Herod; Christ's baptism by John the Baptist; and the betrayal by Judas after the Last Supper that eventually leads to Christ's crucifixion and miraculous return.","Max von Sydow, Jesus, Michael Anderson Jr., James the Younger, Carroll Baker, Veronica, Ina Balin, Martha of Bethany, Victor Buono, Sorak, Richard Conte, Barabbas, Joanna Dunham, Mary Magdalene, José Ferrer, Herod Antipas, Van Heflin, Bar Amand",The Greatest Story Ever Told, Released,English,20000000.0,15473333.0,US,1965,https://image.tmdb.org/t/p/w500/c21ON7BZn0jwdNl6ibZ1vhXJmpy.jpg
A Haunted House,01/11/2013 ,58.0,"Comedy, Horror","Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.","Marlon Wayans, Malcolm, Essence Atkins, Keisha, Nick Swardson, Chip the Psychic, Cedric the Entertainer, Father Williams, David Koechner, Dan the Security Man, Dave Sheridan, Bob, Liana Mendoza, Carmita, Jamie Noel, Juanita, Marlene Forte, Rosa",A Haunted House, Released,English,2500000.0,59922558.0,US,2013,https://image.tmdb.org/t/p/w500/tpw6kvuAJBo1CGRw1Bwdz1KU0hc.jpg
Inglourious Basterds,08/19/2009 ,82.0,"Drama, Thriller, War","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","Brad Pitt, First Lieutenant Aldo ""The Apache"" Raine, Mélanie Laurent, Shosanna Dreyfus / Emmanuelle Mimieux, Christoph Waltz, SS Colonel Hans ""The Jew Hunter"" Landa, Eli Roth, Staff Sergeant Donny ""The Bear Jew"" Donowitz, Michael Fassbender, Lieutenant Archie Hicox, Diane Kruger, Bridget von Hammersmark, Daniel Brühl, Private First Class Fredrick Zoller, Til Schweiger, Sergeant Hugo Stiglitz, Gedeon Burkhard, Corporal Wilhelm Wicki",Inglourious Basterds, Released,English,70000000.0,316802281.0,AU,2009,https://image.tmdb.org/t/p/w500/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg
Melody Makers,12/17/2019 ,45.0,"Music, Documentary","Melody Maker Magazine's Chief Contributing Photographer(1965-1975), Barrie Wentzell tells the story of the rise and fall of the magazine, which marked the end to a style of rock n' roll journalism that no longer exit's today.","Barrie Wentzell, , Ian Anderson, , Steve Howe, , Eric Burdon, , Chris Squire, ",Melody Makers, Released,English,116500000.0,872776677.4,US,2019,https://image.tmdb.org/t/p/w500/z521Q2X94hgLUtqP1HAbZqxhUu5.jpg
Shutter Island,02/18/2010 ,82.0,"Drama, Thriller, Mystery","World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.","Leonardo DiCaprio, Teddy Daniels, Mark Ruffalo, Chuck Aule, Ben Kingsley, Dr. John Cawley, Michelle Williams, Dolores Chanal, Max von Sydow, Dr. Jeremiah Naehring, Emily Mortimer, Rachel Solando, Jackie Earle Haley, George Noyce, John Carroll Lynch, Deputy Warden McPherson, Ted Levine, Warden",Shutter Island, Released,English,80000000.0,299461782.0,AU,2010,https://image.tmdb.org/t/p/w500/nrmXQ0zcZUL8jFLrakWc90IR8z9.jpg
Mira,11/13/2022 ,73.0,Drama,"Noticing her shy, non-verbal eight year old neighbour, Mira, compassionate twenty-two year old, Ainsley, connects with her, building a sibling-like relationship. Their bond becomes threatened by Mira’s abusive parents as Ainsley risks herself to protect her new friend.","Isobel Estoppey, Ainsley, Maple Rosbrook, Mira, Tegan Bowden, Mira’s Mum, Steven Lee Cuthbert, Mira’s Dad",Mira, Released,English,71400000.0,751654707.4,AU,2022,https://image.tmdb.org/t/p/w500/9YbyvcrHmY2SVbdfXpb8mC4Fy0g.jpg
I'm Not Ashamed,10/21/2016 ,74.0,Drama,Based on the inspiring and powerful true story and journal entries of Rachel Joy Scott- the first student killed in the Columbine High School shooting in 1999.,"Masey McLain, Rachel Joy Scott, Mark Daugherty, Kevin, Jennifer O'Neill, Linda, Ben VanderMey, Brian Riggs, Jaci Velasquez, Mrs. Diaz, Emma Elle Roberts, Celine, Cameron McKendry, Alex Dickerson, Terri Minton, Beth Nimmo, Victoria Staley, Madison",I'm Not Ashamed, Released,English,1500000.0,2000000.0,US,2016,https://image.tmdb.org/t/p/w500/P4bxuNq5XT0Wc3MYpoLP52e0P6.jpg
It,09/07/2017 ,72.0,"Horror, Fantasy","In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.","Jaeden Martell, Bill Denbrough, Bill Skarsgård, It, Jeremy Ray Taylor, Ben Hanscom, Sophia Lillis, Beverly Marsh, Finn Wolfhard, Richie Tozier, Chosen Jacobs, Mike Hanlon, Jack Dylan Grazer, Eddie Kaspbrak, Wyatt Oleff, Stanley Uris, Nicholas Hamilton, Henry Bowers",It, Released,English,35000000.0,701012746.0,AU,2017,https://image.tmdb.org/t/p/w500/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg
Barbarian,10/20/2022 ,69.0,"Horror, Mystery, Thriller","In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway.","Georgina Campbell, Tess, Bill Skarsgård, Keith, Justin Long, AJ, Matthew Patrick Davis, The Mother, Richard Brake, Frank, Kurt Braunohler, Doug, Jaymes Butler, Andre, Sophie Sörensen, Bonnie Zane, Rachel Fowler, Meg",Barbarian, Released,English,4500000.0,45352337.0,AU,2022,https://image.tmdb.org/t/p/w500/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg
John Carter,03/08/2012 ,63.0,"Action, Adventure, Science Fiction","John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.","Taylor Kitsch, John Carter, Lynn Collins, Dejah Thoris, Samantha Morton, Sola, Willem Dafoe, Tars Tarkas, Thomas Haden Church, Tal Hajus, Mark Strong, Matai Shang, Ciarán Hinds, Tardos Mors, Dominic West, Sab Than, James Purefoy, Kantos Kan",John Carter, Released,English,263700000.0,282778100.0,AU,2012,https://image.tmdb.org/t/p/w500/lCxz1Yus07QCQQCb6I0Dr3Lmqpx.jpg
Vacation,08/19/2015 ,63.0,Comedy,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.","Ed Helms, Rusty Griswold, Christina Applegate, Debbie Griswold, Chevy Chase, Clark Griswold, Skyler Gisondo, James Griswold, Charlie Day, Chad, Miles Doleac, Man on the Monument, Leslie Mann, Audrey Griswold, Chris Hemsworth, Stone Crandall, Keegan-Michael Key, Jack Peterson",Vacation, Released,English,31000000.0,102306500.0,AU,2015,https://image.tmdb.org/t/p/w500/fYDALvoCt3DBlSWN6pSAnGQ9ld7.jpg
Bambi,04/15/1943 ,70.0,"Animation, Drama, Family","Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.","Donnie Dunagan, Young Bambi (voice) (uncredited), Peter Behn, Young Thumper (voice) (uncredited), Stan Alexander, Young Flower (voice) (uncredited), Cammie King, Young Faline (voice) (uncredited), Will Wright, Friend Owl (voice) (uncredited), Hardie Albright, Adolescent Bambi (voice) (uncredited), Ann Gillis, Adolescent Faline (voice) (uncredited), Tim Davis, Adolescent Thumper / Adolescent Flower (voice) (uncredited), Sam Edwards, Adult Thumper (voice) (uncredited)",Bambi, Released,English,858000.0,268000000.0,AU,1943,https://image.tmdb.org/t/p/w500/wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg
Whiplash,10/22/2014 ,84.0,"Drama, Music","Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","Miles Teller, Andrew Neiman, J.K. Simmons, Terence Fletcher, Paul Reiser, Jim Neiman, Melissa Benoist, Nicole, Austin Stowell, Ryan Connolly, Chris Mulkey, Uncle Frank, Nate Lang, Carl Tanner, Charlie Ian, Dustin, Jayson Blair, Travis",Whiplash, Released,English,3300000.0,39123993.0,AU,2014,https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg
Cinderella II: Dreams Come True,02/23/2002 ,61.0,"Family, Animation, Romance, Fantasy","As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.","Jennifer Hale, Cinderella (voice), Rob Paulsen, Jaq / The Baker / Sir Hugh / Grand Duke / Bert / Flower Vendor (voice), Corey Burton, Gus / Mert / Stable Hand (voice), Andre Stojka, The King (voice), Russi Taylor, Fairy Godmother / Mary Mouse / Beatrice / Daphne / Drizella / Countess Le Grande (voice), Susanne Blakeslee, Lady Tremaine (voice), Tress MacNeille, Anastasia / Pretty Woman (voice), Holland Taylor, Prudence (voice), Christopher Daniel Barnes, The Prince (voice)",Cinderella II: Dreams Come True, Released,English,5000000.0,119738688.2,US,2002,https://image.tmdb.org/t/p/w500/kEDbtKhZsqPo7ypCzoz3fkq73Pc.jpg
Man of Steel,06/26/2013 ,66.0,"Action, Adventure, Science Fiction","A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.","Henry Cavill, Clark Kent / Superman / Kal-El, Amy Adams, Lois Lane, Michael Shannon, General Zod, Diane Lane, Martha Kent, Russell Crowe, Jor-El, Kevin Costner, Jonathan Kent, Laurence Fishburne, Perry White, Christopher Meloni, Colonel Nathan Hardy, Antje Traue, Faora-Ul",Man of Steel, Released,English,225000000.0,667999518.0,AU,2013,https://image.tmdb.org/t/p/w500/dksTL9NXc3GqPBRHYHcy1aIwjS.jpg
Hypnotic,10/27/2021 ,61.0,"Thriller, Drama, Horror","A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.","Kate Siegel, Jenn, Jason O'Mara, Dr. Collin Meade, Dulé Hill, Rollins, Lucie Guest, Gina, Jaime M. Callica, Brian, Darien Martin, Squad Leader, Luc Roderique, Scott",Hypnotic, Released,English,114600000.0,429182744.6,US,2021,https://image.tmdb.org/t/p/w500/miEj4kNc4efZ5WbPJqWl1UXWrvS.jpg
The Croods,03/28/2013 ,69.0,"Animation, Adventure, Family, Fantasy, Comedy, Action","The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.","Nicolas Cage, Grug Crood (voice), Emma Stone, Eep Crood (voice), Ryan Reynolds, Guy (voice), Catherine Keener, Ugga Crood (voice), Cloris Leachman, Gran Crood (voice), Clark Duke, Thunk Crood (voice), Chris Sanders, Belt (voice), Randy Thom, Sandy Crood (voice)",The Croods, Released,English,135000000.0,573068425.0,AU,2013,https://image.tmdb.org/t/p/w500/27zvjVOtOi5ped1HSlJKNsKXkFH.jpg
Bridge to Terabithia,06/14/2007 ,73.0,"Adventure, Drama, Family","Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.","Josh Hutcherson, Jess Aarons, AnnaSophia Robb, Leslie Burke, Robert Patrick, Jack Aarons, Zooey Deschanel, Ms. Edmunds, Bailee Madison, May Belle Aarons, Kate Butler, Mary Aarons, Emma Fenton, Ellie Aarons, Latham Gaines, Bill Burke, Judy McIntosh, Judy Burke",Bridge to Terabithia, Released,English,25000000.0,137984788.0,AU,2007,https://image.tmdb.org/t/p/w500/3xFxGodKPMFLheS8rujFSmLfcq4.jpg
300,04/05/2007 ,72.0,"Action, Adventure, War","Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.","Gerard Butler, King Leonidas, Lena Headey, Queen Gorgo, Dominic West, Theron, Rodrigo Santoro, Xerxes, David Wenham, Dilios, Andrew Tiernan, Ephialtes, Vincent Regan, Captain, Michael Fassbender, Stelios, Peter Mensah, Messenger",300, Released,English,60000000.0,454161935.0,AU,2007,https://image.tmdb.org/t/p/w500/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg
After Porn Ends 2,03/28/2017 ,54.0,Documentary,"After Porn Ends 2 picks up where its predecessor left off and not only turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of Its most current retirees and juxtaposes their experiences in a life after porn. Delving deeper into society's ongoing stigmas of race, misogyny, and the reality of decreasing opportunities for these former VHS box cover stars. For some, their careers in adult entertainment is accepted proudly and without regret. In fact, it seems to have proven to be the pathway to their current happiness and inner peace. For others, however, a career in porn has proven to be a conduit to certain despair as they struggle to find a way to bury their past and emerge with a new career or calling.","Ginger Lynn Allen, Self - Former Porn Star, Lisa Ann, Self - Former Porn Star, Janine Lindemulder, Self - Former Porn Star, Chasey Lain, Self - Former Porn Star, Tabitha Stevens, Self - Former Porn Star, Georgina Spelvin, Self - Former Porn Star, Brittany Andrews, Self - Former Porn Star, Aubrey Gold, Self - Performer, Herschel Savage, Self - Former Porn Star",After Porn Ends 2, Released,English,500000.0,6379037.6,US,2017,https://image.tmdb.org/t/p/w500/rfItXrtDGILwsCdmgVxX79phFuI.jpg
X-Men: Days of Future Past,05/22/2014 ,75.0,"Action, Adventure, Science Fiction",The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"Hugh Jackman, Logan / Wolverine, James McAvoy, Charles Xavier / Professor X, Michael Fassbender, Erik Lehnsherr / Magneto, Jennifer Lawrence, Raven Darkholme / Mystique, Nicholas Hoult, Hank McCoy / Beast, Patrick Stewart, Charles Xavier / Professor X, Ian McKellen, Erik Lehnsherr / Magneto, Halle Berry, Ororo Munroe / Storm, Elliot Page, Katherine 'Kitty' Pryde / Shadowcat",X-Men: Days of Future Past, Released,English,200000000.0,747862775.0,AU,2014,https://image.tmdb.org/t/p/w500/tYfijzolzgoMOtegh1Y7j2Enorg.jpg
Back to the Future,08/15/1985 ,83.0,"Adventure, Comedy, Science Fiction","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","Michael J. Fox, Marty McFly, Christopher Lloyd, Emmett Brown, Lea Thompson, Lorraine Baines, Crispin Glover, George McFly, Thomas F. Wilson, Biff Tannen, Claudia Wells, Jennifer Parker, Marc McClure, Dave McFly, Wendie Jo Sperber, Linda McFly, George DiCenzo, Sam Baines",Back to the Future, Released,English,19000000.0,385510132.0,AU,1985,https://image.tmdb.org/t/p/w500/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg
